Name,Temperature,Volume (ml),Calories (kcal),Caffeine (mg),Sugar (g),Fat (g),Sodium (mg),Price (KRW),Cafe,Category
HOT 솔티 티라미수 라떼,HOT,532.0,696.0,158.0,31.0,43.0,572.0,5200,이디야,커피
ICE 솔티 티라미수 라떼,ICE,532.0,540.0,158.0,27.0,31.0,498.0,5200,이디야,커피
HOT 청크 쿠키 라떼,HOT,532.0,705.0,164.0,41.0,43.0,274.0,5200,이디야,커피
ICE 청크 쿠키 라떼,ICE,532.0,556.0,164.0,37.0,32.0,203.0,5200,이디야,커피
HOT 슈크림 카라멜 라떼,HOT,532.0,550.0,158.0,76.0,14.0,230.0,4900,이디야,커피
ICE 슈크림 카라멜 라떼,ICE,532.0,505.0,158.0,72.0,12.0,195.0,4900,이디야,커피
ICE 달달커피,ICE,532.0,277.0,236.0,20.0,9.0,39.0,2900,이디야,커피
ICE 바닐라 오트 콜드브루,ICE,414.0,206.0,78.0,16.0,4.4,151.0,5200,이디야,커피
ICE 디카페인 바닐라 오트 콜드브루,ICE,414.0,205.0,2.0,16.0,4.4,151.0,5500,이디야,디카페인
ICE 넛츠 크림 라떼,ICE,532.0,429.0,158.0,51.0,14.0,308.0,4700,이디야,커피
HOT 아포가토 오리지널,HOT,151.0,176.0,79.0,15.0,6.0,50.0,4700,이디야,커피
ICE 콜드브루 아메리카노,ICE,414.0,12.0,156.0,0.0,0.0,0.0,3900,이디야,커피
ICE 디카페인 콜드브루 아메리카노,ICE,414.0,7.0,4.0,0.0,0.0,1.0,4200,이디야,디카페인
ICE 디카페인 콜드브루 라떼,ICE,414.0,130.0,4.0,10.0,4.4,96.0,4800,이디야,디카페인
ICE 콜드브루 라떼,ICE,414.0,134.0,104.0,10.0,4.4,95.0,4500,이디야,커피
ICE 콜드브루 니트로,ICE,414.0,14.0,124.0,0.0,0.0,0.0,4200,이디야,커피
ICE 디카페인 콜드브루 니트로,ICE,414.0,9.0,4.0,0.0,0.0,1.0,4500,이디야,디카페인
ICE 콜드브루 화이트 비엔나,ICE,414.0,267.0,52.0,32.0,8.0,120.0,4900,이디야,커피
ICE 디카페인 콜드브루 화이트 비엔나,ICE,414.0,265.0,2.0,32.0,8.0,121.0,5200,이디야,디카페인
ICE 디카페인 연유 콜드브루,ICE,414.0,278.0,4.0,37.0,5.0,116.0,5000,이디야,디카페인
ICE 흑당 콜드브루,ICE,414.0,239.0,52.0,38.0,4.0,93.0,4200,이디야,커피
HOT 연유 카페 라떼,HOT,532.0,386.0,158.0,49.0,8.0,169.0,4500,이디야,커피
ICE 연유 카페 라떼,ICE,532.0,354.0,158.0,46.0,7.0,144.0,4500,이디야,커피
ICE 연유 콜드브루,ICE,414.0,282.0,104.0,37.0,5.0,116.0,4700,이디야,커피
HOT 에스프레소,HOT,30.0,8.0,79.0,0.0,0.0,0.0,2900,이디야,커피
HOT 에스프레소 마끼아또,HOT,40.0,14.0,79.0,1.0,0.3,5.0,3200,이디야,커피
HOT 에스프레소 콘파냐,HOT,40.0,47.0,79.0,2.0,3.4,8.0,3200,이디야,커피
HOT 카페 아메리카노,HOT,532.0,16.0,158.0,0.0,0.1,0.0,3200,이디야,커피
ICE 카페 아메리카노,ICE,532.0,16.0,158.0,0.0,0.1,0.0,3200,이디야,커피
HOT 카페라떼,HOT,532.0,203.0,158.0,15.0,7.0,145.0,4200,이디야,커피
ICE 카페 라떼,ICE,532.0,142.0,158.0,10.0,4.6,98.0,4200,이디야,커피
HOT 카푸치노,HOT,532.0,129.0,158.0,9.0,4.0,86.0,4200,이디야,커피
ICE 카푸치노,ICE,532.0,145.0,158.0,10.0,4.6,98.0,4200,이디야,커피
HOT 카페모카,HOT,532.0,424.0,171.0,38.0,18.0,201.0,4500,이디야,커피
ICE 카페모카,ICE,532.0,353.0,171.0,33.0,16.0,146.0,4500,이디야,커피
HOT 카라멜 마끼아또,HOT,532.0,285.0,158.0,36.0,7.0,158.0,4500,이디야,커피
ICE 카라멜 마끼아또,ICE,532.0,250.0,158.0,34.0,5.0,130.0,4500,이디야,커피
HOT 바닐라 라떼,HOT,532.0,303.0,200.0,29.0,8.0,186.0,4500,이디야,커피
ICE 바닐라 라떼,ICE,532.0,245.0,200.0,25.0,6.0,141.0,4500,이디야,커피
HOT 화이트 초콜릿 모카,HOT,532.0,420.0,158.0,40.0,18.0,159.0,4500,이디야,커피
ICE 화이트 초콜릿 모카,ICE,532.0,362.0,158.0,35.0,16.0,114.0,4500,이디야,커피
HOT 민트 모카,HOT,532.0,484.0,194.0,45.0,20.0,238.0,4900,이디야,커피
ICE 민트 모카,ICE,532.0,420.0,194.0,40.0,18.0,188.0,4900,이디야,커피
ICE 딸기 망고 라떼,ICE,414.0,215.0,0.0,32.0,3.0,98.0,4500,이디야,주스/에이드/음료
ICE 딸기 말차 라떼,ICE,414.0,264.0,0.0,45.0,4.0,132.0,4500,이디야,주스/에이드/음료
HOT 토피넛 라떼,HOT,384.0,273.0,22.0,33.0,6.0,200.0,4200,이디야,주스/에이드/음료
ICE 토피넛 라떼,ICE,414.0,222.0,22.0,29.0,4.4,169.0,4200,이디야,주스/에이드/음료
ICE 딸기 듬뿍 라떼,ICE,414.0,220.0,0.0,37.0,3.0,75.0,4200,이디야,주스/에이드/음료
HOT 쌍화차,HOT,384.0,212.0,0.0,28.0,0.1,100.0,4200,이디야,주스/에이드/음료
ICE 쌍화차,ICE,414.0,212.0,0.0,28.0,0.1,100.0,4200,이디야,주스/에이드/음료
HOT 생강차,HOT,384.0,235.0,0.0,46.0,0.2,10.0,4200,이디야,주스/에이드/음료
ICE 생강차,ICE,414.0,235.0,0.0,46.0,0.2,10.0,4200,이디야,주스/에이드/음료
ICE 달고나 라떼,ICE,414.0,286.0,0.0,41.0,4.4,224.0,3700,이디야,주스/에이드/음료
ICE 흑당 라떼,ICE,414.0,233.0,0.0,38.0,4.0,93.0,3700,이디야,주스/에이드/음료
ICE 버블 흑당 라떼,ICE,414.0,308.0,0.0,35.0,3.3,91.0,4700,이디야,주스/에이드/음료
HOT 초콜릿,HOT,384.0,376.0,9.0,33.0,18.0,186.0,3900,이디야,주스/에이드/음료
ICE 초콜릿,ICE,414.0,318.0,9.0,28.0,16.0,141.0,3900,이디야,주스/에이드/음료
HOT 녹차 라떼,HOT,384.0,252.0,55.0,30.0,6.0,151.0,3900,이디야,주스/에이드/음료
ICE 녹차 라떼,ICE,414.0,191.0,55.0,25.0,4.0,103.0,3900,이디야,주스/에이드/음료
HOT 민트 초콜릿,HOT,384.0,397.0,23.0,34.0,19.0,203.0,4200,이디야,주스/에이드/음료
ICE 민트 초콜릿,ICE,414.0,342.0,23.0,30.0,17.0,160.0,4200,이디야,주스/에이드/음료
HOT 12곡 라떼,HOT,384.0,290.0,0.0,26.0,6.0,136.0,3700,이디야,주스/에이드/음료
ICE 12곡 라떼,ICE,414.0,239.0,0.0,22.0,4.6,96.0,3700,이디야,주스/에이드/음료
HOT 고구마 라떼,HOT,384.0,344.0,0.0,37.0,5.0,110.0,4200,이디야,주스/에이드/음료
ICE 고구마 라떼,ICE,414.0,344.0,0.0,37.0,5.0,110.0,4200,이디야,주스/에이드/음료
ICE 홍시주스,ICE,414.0,247.0,0.0,59.0,0.0,28.0,4500,이디야,주스/에이드/음료
ICE 골드키위주스,ICE,414.0,265.0,0.0,59.0,0.0,44.0,4500,이디야,주스/에이드/음료
ICE 딸기주스,ICE,414.0,270.0,0.0,62.0,0.0,4.0,4500,이디야,주스/에이드/음료
ICE 아샷추,ICE,414.0,173.0,88.0,39.0,1.0,12.0,3400,이디야,티
ICE 아망추,ICE,414.0,218.0,9.0,49.0,1.0,13.0,3900,이디야,티
ICE 제로슈가 아샷추,ICE,414.0,14.0,104.0,0.0,0.0,0.0,3400,이디야,티
ICE 제로슈가 아이스티,ICE,414.0,9.0,25.0,0.0,0.0,0.0,2900,이디야,티
ICE 생딸기 포멜로 티펀치,ICE,414.0,150.0,0.0,32.0,0.0,41.0,4500,이디야,티
HOT 생딸기 포멜로 티펀치,HOT,384.0,150.0,0.0,32.0,0.0,41.0,4500,이디야,티
HOT 감귤 히비스커스티,HOT,384.0,182.0,0.0,38.0,0.0,36.0,4300,이디야,티
ICE 감귤 히비스커스 티,ICE,414.0,182.0,0.0,38.0,0.0,36.0,4300,이디야,티
HOT 레몬차,HOT,384.0,244.0,0.0,51.0,0.0,2.0,4200,이디야,티
ICE 살엄음 식혜,ICE,414.0,219.0,0.0,50.0,0.0,2.0,4200,이디야,티
HOT 그린 루이보스,HOT,384.0,8.0,0.0,0.0,0.0,5.0,3200,이디야,티
ICE 그린 루이보스,ICE,414.0,8.0,0.0,0.0,0.0,5.0,3200,이디야,티
HOT 샤인 히버스커스,HOT,384.0,6.0,0.0,0.0,0.0,0.0,3200,이디야,티
ICE 샤인 히비스커스,ICE,414.0,6.0,0.0,0.0,0.0,0.0,3200,이디야,티
HOT 스프링 캐모마일,HOT,384.0,8.0,0.0,0.0,0.0,2.0,3200,이디야,티
ICE 스프링 캐모마일,ICE,414.0,8.0,0.0,0.0,0.0,2.0,3200,이디야,티
HOT 퓨어 페퍼민트,HOT,384.0,5.0,0.0,0.0,0.0,2.0,3200,이디야,티
ICE 퓨어 페퍼민트,ICE,414.0,5.0,0.0,0.0,0.0,2.0,3200,이디야,티
HOT 피치 얼그레이,HOT,384.0,8.0,58.0,0.0,0.0,0.0,3200,이디야,티
ICE 피치 얼그레이,ICE,414.0,8.0,58.0,0.0,0.0,0.0,3200,이디야,티
ICE 버블 크림 밀크티,ICE,414.0,319.0,38.0,27.0,7.0,119.0,4700,이디야,티
ICE 자몽 네이블오렌지,ICE,680.0,322.0,0.0,73.0,0.0,7.0,5100,이디야,티
ICE 유자 피나콜라다,ICE,680.0,291.0,0.0,67.0,0.1,2.0,5100,이디야,티
ICE 석류애플라임,ICE,680.0,346.0,0.0,74.0,0.1,15.0,5100,이디야,티
HOT 석류 오리지널,HOT,384.0,210.0,0.0,42.0,0.1,5.0,4200,이디야,티
HOT 석류 애플라임,HOT,384.0,220.0,0.0,42.0,0.1,7.0,4500,이디야,티
HOT 자몽 네이블오렌지,HOT,384.0,196.0,0.0,43.0,0.1,6.0,4500,이디야,티
HOT 유자 피나콜라다,HOT,384.0,197.0,0.0,43.0,0.1,3.0,4500,이디야,티
ICE 복숭아 아이스티,ICE,414.0,165.0,9.0,39.0,0.7,12.0,2900,이디야,티
ICE 레몬 아이스티,ICE,414.0,158.0,12.0,38.0,0.0,14.0,2900,이디야,티
HOT 밀크티,HOT,384.0,232.0,49.0,25.0,6.0,136.0,4200,이디야,티
ICE 밀크티,ICE,414.0,167.0,49.0,20.0,3.9,86.0,4200,이디야,티
HOT 유자차,HOT,384.0,187.0,0.0,42.0,0.1,2.0,4200,이디야,티
HOT 자몽차,HOT,384.0,186.0,0.0,42.0,0.0,2.0,4200,이디야,티
ICE 생딸기 연유 플랫치노,ICE,414.0,397.0,0.0,64.0,7.0,92.0,5700,이디야,라떼/기타
ICE 망고 플랫치노,ICE,414.0,258.0,0.0,65.0,0.0,8.0,3900,이디야,라떼/기타
ICE 꿀복숭아 플랫치노,ICE,414.0,225.0,0.0,49.0,0.0,9.0,3900,이디야,라떼/기타
ICE 초콜릿 칩 플랫치노,ICE,414.0,387.0,27.0,42.0,16.0,140.0,4500,이디야,라떼/기타
ICE 민트 초콜릿 칩 플랫치노,ICE,414.0,493.0,56.0,52.0,22.0,168.0,4500,이디야,라떼/기타
ICE 플레인 요거트 플랫치노,ICE,414.0,229.0,0.0,32.0,3.2,78.0,4500,이디야,라떼/기타
ICE 블루베리 요거트 플랫치노,ICE,414.0,297.0,0.0,47.0,3.2,78.0,4700,이디야,라떼/기타
ICE 딸기 요거트 플랫치노,ICE,414.0,313.0,0.0,53.0,3.2,83.0,4700,이디야,라떼/기타
ICE 자몽 포멜로 에이드,ICE,532.0,185.0,0.0,41.0,0.0,15.0,4700,이디야,스무디/프라페
ICE 머스캣 모히또 에이드,ICE,532.0,140.0,0.0,33.0,0.0,9.0,4700,이디야,스무디/프라페
ICE 감귤 레몬 에이드,ICE,532.0,140.0,0.0,28.0,0.0,41.0,4700,이디야,스무디/프라페
ICE 생딸기 크런치 쉐이크,ICE,414.0,468.0,0.0,78.0,5.0,166.0,5900,이디야,스무디/프라페
ICE 오리진 쉐이크,ICE,414.0,355.0,0.0,63.0,3.4,86.0,4700,이디야,스무디/프라페
ICE 초코쿠키 쉐이크,ICE,414.0,449.0,0.0,70.0,5.0,194.0,4900,이디야,스무디/프라페
ICE 딸기 쉐이크,ICE,414.0,454.0,0.0,85.0,3.5,103.0,5200,이디야,스무디/프라페
ICE 디카페인 아샷추,ICE,414.0,170.0,14.0,39.0,1.0,12.0,3400,이디야,디카페인
ICE 디카페인 제로슈가 아샷추,ICE,414.0,14.0,30.0,0.0,0.0,0.0,3400,이디야,디카페인
HOT 디카페인 에스프레소,HOT,30.0,5.0,4.0,0.0,0.0,0.0,3400,이디야,디카페인
HOT 디카페인 에스프레소 마끼아또,HOT,40.0,12.0,4.0,1.0,0.3,5.0,3700,이디야,디카페인
HOT 디카페인 에스프레소 콘파냐,HOT,40.0,44.0,4.0,2.0,3.4,8.0,3700,이디야,디카페인
HOT 디카페인 시그니처 라떼,HOT,532.0,442.0,9.0,11.0,32.0,206.0,5200,이디야,디카페인
ICE 디카페인 시그니처 라떼,ICE,532.0,371.0,9.0,9.0,27.0,172.0,5200,이디야,디카페인
HOT 디카페인 민트 모히또 라떼,HOT,532.0,543.0,9.0,34.0,30.0,195.0,5400,이디야,디카페인
ICE 디카페인 민트 모히또 라떼,ICE,532.0,441.0,9.0,31.0,23.0,147.0,5400,이디야,디카페인
HOT 디카페인 솔티 티라미수 라떼,HOT,532.0,691.0,9.0,31.0,43.0,573.0,5700,이디야,디카페인
ICE 디카페인 솔티 티라미수 라떼,ICE,532.0,535.0,9.0,27.0,31.0,498.0,5700,이디야,디카페인
HOT 디카페인 청크 쿠키 라떼,HOT,532.0,700.0,15.0,41.0,43.0,274.0,5700,이디야,디카페인
ICE 디카페인 청크 쿠키 라떼,ICE,532.0,551.0,15.0,37.0,32.0,203.0,5700,이디야,디카페인
HOT 디카페인 슈크림 카라멜 라떼,HOT,532.0,545.0,9.0,76.0,14.0,230.0,5400,이디야,디카페인
ICE 디카페인 슈크림 카라멜 라떼,ICE,532.0,500.0,9.0,72.0,12.0,195.0,5400,이디야,디카페인
HOT 디카페인 카페 라떼,HOT,532.0,198.0,9.0,15.0,7.0,145.0,4700,이디야,디카페인
ICE 디카페인 카페 라떼,ICE,532.0,136.0,9.0,10.0,4.5,98.0,4700,이디야,디카페인
ICE 디카페인 카페 아메리카노,ICE,532.0,11.0,9.0,0.0,0.1,0.0,3700,이디야,디카페인
HOT 디카페인 카라멜 마끼아또,HOT,532.0,280.0,9.0,36.0,6.0,158.0,5000,이디야,디카페인
ICE 디카페인 카라멜 마끼아또,ICE,532.0,245.0,9.0,34.0,5.0,130.0,5000,이디야,디카페인
ICE 디카페인 넛츠 크림 라떼,ICE,532.0,424.0,9.0,51.0,14.0,308.0,5200,이디야,디카페인
HOT 디카페인 연유 카페 라떼,HOT,532.0,381.0,9.0,49.0,8.0,169.0,5000,이디야,디카페인
ICE 디카페인 연유 카페 라떼,ICE,532.0,349.0,9.0,46.0,7.0,144.0,5000,이디야,디카페인
HOT 디카페인 카페 모카,HOT,532.0,419.0,22.0,38.0,18.0,201.0,5000,이디야,디카페인
ICE 디카페인 카페 모카,ICE,532.0,348.0,22.0,33.0,16.0,146.0,5000,이디야,디카페인
HOT 디카페인 바닐라 라떼,HOT,532.0,298.0,16.0,29.0,8.0,186.0,5000,이디야,디카페인
ICE 디카페인 바닐라 라떼,ICE,532.0,240.0,16.0,25.0,6.0,141.0,5000,이디야,디카페인
HOT 디카페인 화이트 초콜릿 모카,HOT,532.0,415.0,9.0,40.0,18.0,159.0,5000,이디야,디카페인
ICE 디카페인 화이트 초콜릿 모카,ICE,532.0,357.0,9.0,35.0,16.0,114.0,5000,이디야,디카페인
HOT 디카페인 민트 모카,HOT,532.0,479.0,47.0,45.0,20.0,238.0,5400,이디야,디카페인
ICE 디카페인 민트 모카,ICE,532.0,414.0,47.0,40.0,18.0,188.0,5400,이디야,디카페인
HOT 디카페인 카푸치노,HOT,532.0,124.0,9.0,9.0,4.0,86.0,4700,이디야,디카페인
ICE 디카페인 카푸치노,ICE,532.0,140.0,9.0,10.0,4.5,98.0,4700,이디야,디카페인
HOT 디카페인 아포가토 오리지널,HOT,151.0,173.0,4.0,15.0,6.0,50.0,5200,이디야,디카페인
ICE 디카페인 흑당 콜드브루,ICE,414.0,237.0,2.0,38.0,4.0,93.0,4500,이디야,디카페인
ICE 아메리카노,ICE,473.0,10.0,12.0,0.0,0.0,0.0,3900,공차,커피
HOT 아메리카노,HOT,414.0,10.0,129.0,0.0,0.0,0.0,3900,공차,커피
ICE 얼그레이 아메리카노,ICE,473.0,11.0,168.0,0.0,0.0,0.0,4400,공차,커피
HOT 얼그레이 아메리카노,HOT,414.0,11.0,168.0,0.0,0.0,0.0,4400,공차,커피
ICE 카페라떼,ICE,473.0,136.0,129.0,9.0,4.8,100.0,4400,공차,커피
HOT 카페라떼,HOT,414.0,155.0,129.0,11.0,6.0,115.0,4400,공차,커피
ICE 바닐라 카페라떼,ICE,473.0,249.0,129.0,23.0,7.0,186.0,4700,공차,커피
HOT 바닐라 카페라떼,HOT,414.0,268.0,129.0,25.0,8.0,201.0,4700,공차,커피
ICE 카페 모카,ICE,473.0,263.0,137.0,9.0,12.0,233.0,4700,공차,커피
HOT 카페 모카,HOT,414.0,282.0,137.0,10.0,12.0,248.0,4700,공차,커피
ICE 공차슈페너,ICE,473.0,97.0,178.0,1.0,4.6,141.0,4500,공차,커피
ICE 카페 스무디 with 블랙티,ICE,473.0,339.0,143.0,58.0,9.0,129.0,5400,공차,커피
ICE 블랙 밀크티,ICE,473.0,209.0,128.0,3.0,12.0,67.0,4500,공차,밀크티
HOT 블랙 밀크티,HOT,414.0,61.0,106.0,4.0,2.2,47.0,4500,공차,밀크티
ICE 얼그레이 밀크티,ICE,473.0,208.0,175.0,3.0,12.0,67.0,4500,공차,밀크티
HOT 얼그레이 밀크티,HOT,414.0,60.0,146.0,4.0,2.2,47.0,4500,공차,밀크티
ICE 우롱 밀크티,ICE,473.0,208.0,77.0,3.0,12.0,67.0,4500,공차,밀크티
HOT 우롱 밀크티,HOT,414.0,60.0,64.0,4.0,2.2,46.0,4500,공차,밀크티
ICE 자스민 밀크티,ICE,473.0,209.0,90.0,3.0,12.0,67.0,4500,공차,밀크티
HOT 자스민 밀크티,HOT,414.0,61.0,75.0,4.0,2.2,46.0,4500,공차,밀크티
ICE 타로 밀크티,ICE,473.0,263.0,0.0,12.0,11.0,73.0,4500,공차,밀크티
HOT 타로 밀크티,HOT,414.0,210.0,0.0,10.0,9.0,58.0,4500,공차,밀크티
ICE 초콜렛 밀크티,ICE,473.0,194.0,21.0,2.0,10.0,46.0,4500,공차,밀크티
HOT 초콜렛 밀크티,HOT,414.0,146.0,16.0,2.0,7.0,35.0,4500,공차,밀크티
ICE 제주 그린 밀크티,ICE,473.0,184.0,49.0,16.0,4.0,83.0,4900,공차,밀크티
HOT 제주 그린 밀크티,HOT,414.0,294.0,62.0,25.0,7.0,141.0,4900,공차,밀크티
ICE 피스타치오 밀크티,ICE,473.0,227.0,20.0,25.0,5.0,147.0,4900,공차,밀크티
HOT 피스타치오 밀크티,HOT,414.0,252.0,20.0,26.0,6.0,167.0,4900,공차,밀크티
ICE 딸기 쥬얼리 밀크티,ICE,473.0,233.0,29.0,25.0,3.6,85.0,5300,공차,밀크티
ICE 브라운슈가 쥬얼리 밀크티,ICE,473.0,339.0,0.0,35.0,7.0,183.0,5500,공차,밀크티
HOT 브라운슈가 쥬얼리 밀크티,HOT,414.0,324.0,0.0,31.0,7.0,182.0,5500,공차,밀크티
ICE 미니펄 망고 밀크티,ICE,473.0,301.0,0.0,33.0,6.0,110.0,5300,공차,밀크티
ICE 미니펄 딸기 밀크티,ICE,473.0,294.0,49.0,38.0,3.7,74.0,5300,공차,밀크티
ICE 망고 스무디,ICE,473.0,417.0,0.0,58.0,7.0,86.0,5700,공차,스무디/프라페
ICE 딸기 쿠키 스무디,ICE,473.0,626.0,49.0,65.0,19.0,248.0,5700,공차,스무디/프라페
ICE 초콜렛 쿠키크림 스무디,ICE,473.0,550.0,32.0,40.0,19.0,213.0,5300,공차,스무디/프라페
ICE 딸기 쥬얼리 요구르트 스무디,ICE,473.0,382.0,29.0,62.0,1.9,81.0,5500,공차,스무디/프라페
ICE 초코바른 피스타치오 스무디,ICE,473.0,496.0,29.0,54.0,15.0,204.0,5700,공차,스무디/프라페
ICE 초코바른 제주 그린 스무디,ICE,473.0,536.0,112.0,62.0,17.0,189.0,5900,공차,스무디/프라페
ICE 초코바른 초코 스무디,ICE,473.0,643.0,41.0,47.0,26.0,249.0,5700,공차,스무디/프라페
ICE 청포도 스무디,ICE,473.0,365.0,25.0,78.0,0.0,1.0,5300,공차,스무디/프라페
ICE 초코멜로 스무디,ICE,473.0,480.0,58.0,52.0,12.0,421.0,5700,공차,스무디/프라페
ICE 제주 그린 스무디,ICE,473.0,529.0,109.0,65.0,15.0,197.0,5700,공차,스무디/프라페
ICE 타로 스무디,ICE,473.0,360.0,0.0,45.0,9.0,95.0,4800,공차,스무디/프라페
ICE 레몬 요구르트 스무디,ICE,473.0,352.0,0.0,68.0,1.8,104.0,4800,공차,스무디/프라페
ICE 밀크 쿠앤크 스무디,ICE,473.0,498.0,0.0,47.0,17.0,192.0,5300,공차,스무디/프라페
ICE 브라운슈가 쥬얼리 치즈폼 스무디,ICE,473.0,610.0,0.0,58.0,18.0,275.0,5700,공차,스무디/프라페
ICE 미니펄 망고 크러쉬,ICE,473.0,427.0,0.0,47.0,10.0,111.0,5700,공차,스무디/프라페
ICE 미니펄 딸기 크러쉬,ICE,473.0,486.0,0.0,58.0,10.0,117.0,5700,공차,스무디/프라페
ICE 블랙티,ICE,473.0,4.0,106.0,0.0,0.0,2.0,4000,공차,티
HOT 블랙티,HOT,414.0,5.0,128.0,0.0,0.0,2.0,4000,공차,티
ICE 얼그레이티,ICE,473.0,3.0,146.0,0.0,0.0,2.0,4000,공차,티
HOT 얼그레이티,HOT,414.0,4.0,175.0,0.0,0.0,2.0,4000,공차,티
ICE 우롱티,ICE,473.0,3.0,64.0,0.0,0.0,1.0,4000,공차,티
HOT 우롱티,HOT,414.0,4.0,77.0,0.0,0.0,2.0,4000,공차,티
ICE 자스민티,ICE,473.0,4.0,75.0,0.0,0.0,1.0,4000,공차,티
HOT 자스민티,HOT,414.0,5.0,90.0,0.0,0.0,2.0,4000,공차,티
ICE 허니 자몽 블랙티,ICE,473.0,126.0,106.0,24.0,0.0,23.0,4800,공차,티
HOT 허니 자몽 블랙티,HOT,414.0,126.0,128.0,24.0,0.0,23.0,4800,공차,티
ICE 자몽 자스민티,ICE,473.0,62.0,75.0,11.0,0.0,22.0,4800,공차,티
HOT 자몽 자스민티,HOT,414.0,62.0,90.0,11.0,0.0,22.0,4800,공차,티
ICE 청포도 자스민티,ICE,473.0,100.0,75.0,20.0,0.0,1.0,4800,공차,티
HOT 청포도 자스민티,HOT,414.0,100.0,90.0,20.0,0.0,2.0,4800,공차,티
ICE 레몬 자스민티,ICE,473.0,112.0,75.0,27.0,0.0,21.0,4800,공차,티
HOT 레몬 자스민티,HOT,414.0,113.0,90.0,27.0,0.0,21.0,4800,공차,티
ICE 패션 프룻 히비스커스,ICE,473.0,98.0,0.0,25.0,0.0,4.0,4800,공차,티
HOT 패션 프룻 히비스커스,HOT,414.0,98.0,0.0,25.0,0.0,4.0,4800,공차,티
ICE 망고 요구르트,ICE,473.0,177.0,0.0,31.0,0.0,29.0,5000,공차,주스/에이드/음료
ICE 자몽 요구르트,ICE,473.0,146.0,0.0,27.0,0.0,37.0,5000,공차,주스/에이드/음료
ICE 레몬 요구르트,ICE,473.0,212.0,0.0,44.0,0.0,33.0,5000,공차,주스/에이드/음료
ICE 망고 주스,ICE,473.0,108.0,0.0,20.0,0.0,19.0,4600,공차,주스/에이드/음료
ICE 청귤 스파클링 티,ICE,473.0,179.0,55.0,30.0,0.0,16.0,5300,공차,주스/에이드/음료
HOT 에스프레소,HOT,30.0,15.0,104.0,0.0,0.0,0.0,1500,컴포즈 커피,커피
ICE 빅포즈 아메리카노,ICE,946.0,30.0,312.0,0.0,0.0,15.0,3000,컴포즈 커피,커피
HOT 아메리카노,HOT,591.0,15.0,156.0,0.0,0.0,7.5,1500,컴포즈 커피,커피
ICE 아메리카노,ICE,591.0,15.0,156.0,0.0,0.0,7.5,1800,컴포즈 커피,커피
HOT 카푸치노,HOT,591.0,192.0,208.0,12.9,6.8,132.5,2900,컴포즈 커피,커피
HOT 카페라떼,HOT,591.0,204.0,208.0,13.5,7.29,142.5,2900,컴포즈 커피,커피
ICE 카페라떼,ICE,591.0,155.0,208.0,10.0,5.4,107.5,2900,컴포즈 커피,커피
HOT 바닐라라떼,HOT,591.0,258.0,208.0,29.52,6.8,142.8,3300,컴포즈 커피,커피
ICE 바닐라라떼,ICE,591.0,202.0,208.0,25.52,4.6,102.8,3300,컴포즈 커피,커피
HOT 헤이즐넛라떼,HOT,591.0,259.0,208.0,29.64,6.8,143.18,3300,컴포즈 커피,커피
ICE 헤이즐넛라떼,ICE,591.0,203.0,208.0,25.64,4.6,103.18,3300,컴포즈 커피,커피
HOT 카라멜마끼아또,HOT,591.0,327.0,208.0,36.0,7.0,171.0,3300,컴포즈 커피,커피
ICE 카라멜마끼아또,ICE,591.0,253.0,208.0,30.6,4.7,122.57,3300,컴포즈 커피,커피
HOT 카페모카,HOT,591.0,377.0,208.0,32.2,14.5,167.66,3500,컴포즈 커피,커피
ICE 카페모카,ICE,591.0,321.0,208.0,28.2,12.4,128.0,3500,컴포즈 커피,커피
HOT 돌체라떼,HOT,591.0,359.0,208.0,39.4,9.6,181.75,3800,컴포즈 커피,커피
ICE 돌체라떼,ICE,591.0,269.0,208.0,30.0,6.8,131.9,3800,컴포즈 커피,커피
HOT 콜드브루,HOT,591.0,10.0,85.0,0.0,0.0,0.0,3300,컴포즈 커피,커피
ICE 콜드브루,ICE,591.0,10.0,85.0,0.0,0.0,0.0,3300,컴포즈 커피,커피
HOT 콜드브루 라떼,HOT,591.0,193.0,85.0,7.5,4.1,75.0,3800,컴포즈 커피,커피
ICE 콜드브루 라떼,ICE,591.0,116.0,85.0,7.5,4.1,75.0,3800,컴포즈 커피,커피
ICE 아인슈페너,ICE,591.0,189.0,85.0,16.88,7.5,58.0,4200,컴포즈 커피,커피
ICE 아인슈페너라떼,ICE,591.0,301.0,208.0,24.38,11.5,140.6,4200,컴포즈 커피,커피
ICE 흑당라떼,ICE,591.0,297.0,104.0,42.4,5.4,123.7,3800,컴포즈 커피,커피
ICE 빅포즈 디카페인 아메리카노,ICE,946.0,25.0,18.4,0.0,0.0,0.0,4000,컴포즈 커피,디카페인
HOT 디카페인 아메리카노,HOT,591.0,13.0,9.2,0.0,0.0,0.0,2500,컴포즈 커피,디카페인
ICE 디카페인 아메리카노,ICE,591.0,13.0,9.2,0.0,0.0,0.0,2800,컴포즈 커피,디카페인
HOT 디카페인 카페라떼,HOT,591.0,195.0,9.2,13.0,7.0,130.0,3900,컴포즈 커피,디카페인
ICE 디카페인 카페라떼,ICE,591.0,118.0,9.2,7.5,4.1,75.0,3900,컴포즈 커피,디카페인
HOT 디카페인 콜드브루,HOT,591.0,12.7,4.7,0.0,0.0,0.0,3500,컴포즈 커피,디카페인
